ncaa_id,team,player_id,name,year,hometown,high_school,previous_school,height,position,jersey,url,season
721,Air Force,7696,Haley Jones,Freshman,"Torrance, CA",West Torrance,,"6'0""",G,0,https://www.goairforcefalcons.com/sports/womens-basketball/roster/haley-jones/7696,2018-19
721,Air Force,7697,Briana Autrey-Thompson,Freshman,"Suffolk, VA",Nansemond River,,"5'5""",G,1,https://www.goairforcefalcons.com/sports/womens-basketball/roster/briana-autrey-thompson/7697,2018-19
721,Air Force,7700,Audrey Gadison,Freshman,"Blaine, MN",St. Croix Lutheran Academy,,"5'7""",G,2,https://www.goairforcefalcons.com/sports/womens-basketball/roster/audrey-gadison/7700,2018-19
721,Air Force,7702,Cierra Winters,Freshman,"El Paso, TX",Franklin,USAFA Prep,"5'7""",G,3,https://www.goairforcefalcons.com/sports/womens-basketball/roster/cierra-winters/7702,2018-19
721,Air Force,7394,Kennedy Beale,Sophomore,"Norfolk, VA",Cape Henry Collegiate,,"5'6""",G,5,https://www.goairforcefalcons.com/sports/womens-basketball/roster/kennedy-beale/7394,2018-19
721,Air Force,7395,Venessannah Itugbu,Senior,"Colorado Springs, CO",Mesa Ridge,,"5'9""",G,10,https://www.goairforcefalcons.com/sports/womens-basketball/roster/venessannah-itugbu/7395,2018-19
721,Air Force,7401,Sarah Pierce,Junior,"Unionville, TN",Community,,"5'7""",G,11,https://www.goairforcefalcons.com/sports/womens-basketball/roster/sarah-pierce/7401,2018-19
721,Air Force,7907,Jenna Adams,Freshman,"Lebanon, OH",Bishop Fenwick,,"6'1""",C,12,https://www.goairforcefalcons.com/sports/womens-basketball/roster/jenna-adams/7907,2018-19
721,Air Force,7397,Emily Conroe,Sophomore,"Fredericksburg, VA",FHSAA,,"5'10""",G,13,https://www.goairforcefalcons.com/sports/womens-basketball/roster/emily-conroe/7397,2018-19
721,Air Force,7398,Noelle Tomes,Sophomore,"Woodbury, MN",East Ridge,,"5'8""",G,14,https://www.goairforcefalcons.com/sports/womens-basketball/roster/noelle-tomes/7398,2018-19
721,Air Force,7699,Tanisha Elbourne,Freshman,"Honolulu, HI",Punahou School,,"5'8""",G,15,https://www.goairforcefalcons.com/sports/womens-basketball/roster/tanisha-elbourne/7699,2018-19
721,Air Force,7400,Michaela McFalls,Sophomore,"Lenoir City, TN",Lenior City,,"5'11""",F,21,https://www.goairforcefalcons.com/sports/womens-basketball/roster/michaela-mcfalls/7400,2018-19
721,Air Force,7695,Riley Snyder,Freshman,"Fruita, CO",Fruita Monument,,"6'0""",F,23,https://www.goairforcefalcons.com/sports/womens-basketball/roster/riley-snyder/7695,2018-19
721,Air Force,7393,Alexis Springfield,Sophomore,"Gilbert, AZ",Mesquite,,"5'6""",G,24,https://www.goairforcefalcons.com/sports/womens-basketball/roster/alexis-springfield/7393,2018-19
721,Air Force,7698,Audrey Weiner,Freshman,"Buford, GA",Buford,,"6'0""",F,25,https://www.goairforcefalcons.com/sports/womens-basketball/roster/audrey-weiner/7698,2018-19
721,Air Force,7402,Naomi Hughes,Sophomore,"Grovetown, GA",Grovetown,,"6'0""",F,30,https://www.goairforcefalcons.com/sports/womens-basketball/roster/naomi-hughes/7402,2018-19
721,Air Force,7403,Kaelin Immel,Sophomore,"Beaverton, OR",Southridge,,"5'9""",G,32,https://www.goairforcefalcons.com/sports/womens-basketball/roster/kaelin-immel/7403,2018-19
721,Air Force,7701,Coco Kuchins,Freshman,"Chevy Chase, MD",Winston Churchill,,"5'9""",G,35,https://www.goairforcefalcons.com/sports/womens-basketball/roster/coco-kuchins/7701,2018-19
721,Air Force,7703,Natalie Nicks,Freshman,"Pensacola, FL",West Florida School of Advanced Technology,,"5'7""",G,41,https://www.goairforcefalcons.com/sports/womens-basketball/roster/natalie-nicks/7703,2018-19
721,Air Force,7404,Kassady Huffman,Junior,"Colorado Springs, CO",Air Academy,USAFA Prep,"6'2""",F,55,https://www.goairforcefalcons.com/sports/womens-basketball/roster/kassady-huffman/7404,2018-19
697,Texas A&M,6545,Aja Ellison,Senior,"Voorhees, N.J.",Life Center Academy,Maryland,"6'3""",Forward/Center,0,https://www.12thman.com/sports/womens-basketball/roster/aja-ellison/6545,2018-19
697,Texas A&M,6538,Aahliyah Jackson,Sophomore,"Ft. Smith, Ark.",Northside HS,,"5'10""",Guard,1,https://www.12thman.com/sports/womens-basketball/roster/aahliyah-jackson/6538,2018-19
697,Texas A&M,6569,Aaliyah Wilson,Sophomore,"Muskogee, Okla.",Muskogee,Arkansas,"5'11""",Guard,2,https://www.12thman.com/sports/womens-basketball/roster/aaliyah-wilson/6569,2018-19
697,Texas A&M,6537,Chennedy Carter,Sophomore,"Mansfield, Texas",Timberview,,"5'7""",Guard,3,https://www.12thman.com/sports/womens-basketball/roster/chennedy-carter/6537,2018-19
697,Texas A&M,6547,Shambria Washington,Junior,"Ocala, Fla.",Trinity Catholic,College of Central Florida,"5'7""",Guard,4,https://www.12thman.com/sports/womens-basketball/roster/shambria-washington/6547,2018-19
697,Texas A&M,6543,Kayla Wells,Sophomore,"Dallas, Texas",South Grand Prairie,,"6'0""",Guard,11,https://www.12thman.com/sports/womens-basketball/roster/kayla-wells/6543,2018-19
697,Texas A&M,6548,Cheah Rael-Whitsitt,Junior,"Ann Arbor, Mich.",Huron,Miami Dade College,"5'11""",Forward,12,https://www.12thman.com/sports/womens-basketball/roster/cheah-rael-whitsitt/6548,2018-19
697,Texas A&M,6542,Jada Walton,Sophomore,"Lithonia, Ga.",Southwest DeKalb,,"5'11""",Guard,14,https://www.12thman.com/sports/womens-basketball/roster/jada-walton/6542,2018-19
697,Texas A&M,6544,Jasmine Williams,Junior,"Houston, Texas",Cy-Woods HS,,"5'10""",Guard,15,https://www.12thman.com/sports/womens-basketball/roster/jasmine-williams/6544,2018-19
697,Texas A&M,7146,Ashley Hearn,Junior,"Rowlett, Texas",Sachse,UCLA,"6'4""",Forward,22,https://www.12thman.com/sports/womens-basketball/roster/ashley-hearn/7146,2018-19
697,Texas A&M,6915,Lauren Harrison,Junior,"The Woodlands, Texas",Concordia Lutheran,Texas Tech,"6'0""",Guard,23,https://www.12thman.com/sports/womens-basketball/roster/lauren-harrison/6915,2018-19
697,Texas A&M,6540,N’dea Jones,Sophomore,"Lawrenceville, Ga.",Brookwood,,"6'2""",Forward,31,https://www.12thman.com/sports/womens-basketball/roster/n-dea-jones/6540,2018-19
697,Texas A&M,6549,Anna Dreimane,Sophomore,"Riga, Latvia",Riga State Gymnasium No. 2,Colorado State,"6'5""",Center,33,https://www.12thman.com/sports/womens-basketball/roster/anna-dreimane/6549,2018-19
697,Texas A&M,6541,Caylinne Martin,Senior,"Houston, Texas",Langham Creek HS,McLennan CC,"6'3""",Forward/Center,34,https://www.12thman.com/sports/womens-basketball/roster/caylinne-martin/6541,2018-19
697,Texas A&M,6539,Ciera Johnson,Sophomore,"Duncanville, Texas",Duncanville,Louisville,"6'4""",Center,40,https://www.12thman.com/sports/womens-basketball/roster/ciera-johnson/6539,2018-19
8,Alabama,4777,Taniyah Worth,Freshman,"Flowery Branch, Ga.",Flowery Branch HS,,"6'1""",Guard,0,https://www.rolltide.com/sports/womens-basketball/roster/taniyah-worth/4777,2018-19
8,Alabama,4774,Megan Abrams,Freshman,"Lafayette, La.",Lafayette Christian Academy,,"5'9""",Guard,1,https://www.rolltide.com/sports/womens-basketball/roster/megan-abrams/4774,2018-19
8,Alabama,4742,Amber Richardson,Senior,"Garner, N.C.",Southeast Raleigh HS,,"6'0""",Guard,2,https://www.rolltide.com/sports/womens-basketball/roster/amber-richardson/4742,2018-19
8,Alabama,4741,Jordan Lewis,Junior,"Windermere, Fla.",Lake Highland Prep,,"5'7""",Guard,3,https://www.rolltide.com/sports/womens-basketball/roster/jordan-lewis/4741,2018-19
8,Alabama,4770,Cierra Johnson,Junior,"Mobile, Ala.",Blount HS,,"5'10""",Guard,4,https://www.rolltide.com/sports/womens-basketball/roster/cierra-johnson/4770,2018-19
8,Alabama,4773,Hannah Barber,Freshman,"Homewood, Ala.",Homewood HS,,"5'6""",Guard,5,https://www.rolltide.com/sports/womens-basketball/roster/hannah-barber/4773,2018-19
8,Alabama,4738,Taylor Berry,Senior,"New Orleans, La.",Mount Carmel Academy,,"5'9""",Guard,10,https://www.rolltide.com/sports/womens-basketball/roster/taylor-berry/4738,2018-19
8,Alabama,4772,Allie Craig Cruce,Freshman,"Killen, Ala.",Lauderdale County HS,,"6'1""",Forward,12,https://www.rolltide.com/sports/womens-basketball/roster/allie-craig-cruce/4772,2018-19
8,Alabama,4739,Ariyah Copeland,Sophomore,"Columbus, Ga.",Columbus HS,,"6'3""",Forward,22,https://www.rolltide.com/sports/womens-basketball/roster/ariyah-copeland/4739,2018-19
8,Alabama,4743,Shaquera Wade,Senior,"Huntsville, Ala.",Huntsville HS,,"6'0""",Guard,23,https://www.rolltide.com/sports/womens-basketball/roster/shaquera-wade/4743,2018-19
